timestamp,ghi,dni,dhi,temp_air,wind_speed,wind_direction,humidity,cloud_cover,pressure,capacity_kw,latitude,longitude,generation_kw
2023-01-01 00:00:00+05:30,0.0,0.0,0.0,16.3,9.4,97.0,74.0,1.0,915.7,100,12.9716,77.5946,0.0
2023-01-01 01:00:00+05:30,0.0,0.0,0.0,16.2,9.8,96.0,75.0,0.0,915.0,100,12.9716,77.5946,0.0
2023-01-01 02:00:00+05:30,0.0,0.0,0.0,15.7,9.8,96.0,80.0,83.0,914.2,100,12.9716,77.5946,0.0
2023-01-01 03:00:00+05:30,0.0,0.0,0.0,15.4,10.2,100.0,84.0,78.0,913.8,100,12.9716,77.5946,0.0
2023-01-01 04:00:00+05:30,0.0,0.0,0.0,14.9,9.1,99.0,89.0,61.0,913.8,100,12.9716,77.5946,0.0
2023-01-01 05:00:00+05:30,0.0,0.0,0.0,15.0,8.7,95.0,94.0,1.0,914.4,100,12.9716,77.5946,0.0
2023-01-01 06:00:00+05:30,0.0,0.0,0.0,15.0,8.0,95.0,95.0,5.0,915.1,100,12.9716,77.5946,0.0
2023-01-01 07:00:00+05:30,40.0,210.8,17.0,16.4,10.5,96.0,91.0,0.0,916.4,100,12.9716,77.5946,5.530276740906625
2023-01-01 08:00:00+05:30,237.0,629.1,61.0,19.8,7.2,96.0,77.0,0.0,918.1,100,12.9716,77.5946,32.198033540484005
2023-01-01 09:00:00+05:30,462.0,794.6,82.0,22.9,7.9,87.0,57.0,24.0,919.4,100,12.9716,77.5946,55.49671006169739
2023-01-01 10:00:00+05:30,655.0,879.2,94.0,24.7,9.7,63.0,46.0,79.0,919.4,100,12.9716,77.5946,71.39116677879892
2023-01-01 11:00:00+05:30,792.0,923.1,101.0,26.0,11.0,52.0,41.0,83.0,919.1,100,12.9716,77.5946,84.61135322921118
2023-01-01 12:00:00+05:30,857.0,940.0,103.0,26.9,12.0,51.0,38.0,0.0,918.1,100,12.9716,77.5946,91.26001680209005
2023-01-01 13:00:00+05:30,846.0,935.9,102.0,27.3,12.0,51.0,38.0,0.0,917.0,100,12.9716,77.5946,90.84118549415395
2023-01-01 14:00:00+05:30,762.0,911.0,99.0,27.5,11.6,60.0,38.0,0.0,915.8,100,12.9716,77.5946,81.6705950859135
