timestamp,ghi,dni,dhi,temp_air,wind_speed,wind_direction,humidity,cloud_cover,pressure,capacity_kw,latitude,longitude,generation_kw
2023-01-01 00:00:00+05:30,0.0,0.0,0.0,-12.3,6.6,319.0,29.0,0.0,667.5,100,34.1526,77.5771,0.0
2023-01-01 01:00:00+05:30,0.0,0.0,0.0,-12.6,6.6,319.0,27.0,12.0,667.1,100,34.1526,77.5771,0.0
2023-01-01 02:00:00+05:30,0.0,0.0,0.0,-12.6,6.6,319.0,25.0,16.0,667.0,100,34.1526,77.5771,0.0
2023-01-01 03:00:00+05:30,0.0,0.0,0.0,-12.5,6.4,317.0,23.0,3.0,667.1,100,34.1526,77.5771,0.0
2023-01-01 04:00:00+05:30,0.0,0.0,0.0,-12.2,6.4,317.0,22.0,0.0,667.4,100,34.1526,77.5771,0.0
2023-01-01 05:00:00+05:30,0.0,0.0,0.0,-9.6,5.9,317.0,17.0,0.0,670.7,100,34.1526,77.5771,0.0
2023-01-01 06:00:00+05:30,0.0,0.0,0.0,-11.3,5.9,322.0,18.0,9.0,669.2,100,34.1526,77.5771,0.0
2023-01-01 07:00:00+05:30,0.0,0.0,0.0,-9.8,5.2,326.0,16.0,0.0,670.9,100,34.1526,77.5771,0.0
2023-01-01 08:00:00+05:30,78.0,548.5,17.0,-9.3,5.3,332.0,17.0,0.0,672.0,100,34.1526,77.5771,18.80672482392092
2023-01-01 09:00:00+05:30,273.0,893.9,39.0,-6.0,5.0,339.0,13.0,0.0,675.4,100,34.1526,77.5771,52.055383438480895
2023-01-01 10:00:00+05:30,450.0,1003.8,51.0,-4.6,6.7,344.0,14.0,1.0,676.5,100,34.1526,77.5771,74.731397518321
2023-01-01 11:00:00+05:30,576.0,1048.4,61.0,-4.1,7.3,340.0,14.0,26.0,676.1,100,34.1526,77.5771,91.04036132600709
2023-01-01 12:00:00+05:30,630.0,1026.9,79.0,-3.5,7.6,335.0,14.0,85.0,675.3,100,34.1526,77.5771,92.57547411901017
2023-01-01 13:00:00+05:30,612.0,984.2,90.0,-3.1,7.1,336.0,12.0,88.0,674.9,100,34.1526,77.5771,91.58572519797704
2023-01-01 14:00:00+05:30,524.0,906.7,95.0,-3.1,6.1,332.0,11.0,91.0,674.3,100,34.1526,77.5771,78.67178387328288
2023-01-01 15:00:00+05:30,382.0,808.1,84.0,-3.2,5.8,330.0,11.0,92.0,674.0,100,34.1526,77.5771,60.84453392296247
2023-01-01 16:00:00+05:30,195.0,575.0,66.0,-3.7,4.5,331.0,10.0,90.0,673.7,100,34.1526,77.5771,35.08813153039776
2023-01-01 17:00:00+05:30,37.0,233.1,16.0,-3.8,3.9,338.0,10.0,38.0,673.8,100,34.1526,77.5771,7.187846361027066
2023-01-01 18:00:00+05:30,0.0,0.0,0.0,-4.5,4.0,360.0,12.0,0.0,673.5,100,34.1526,77.5771,0.0
2023-01-01 19:00:00+05:30,0.0,0.0,0.0,-5.4,3.6,354.0,12.0,0.0,673.3,100,34.1526,77.5771,0.0
2023-01-01 20:00:00+05:30,0.0,0.0,0.0,-6.1,3.3,354.0,12.0,0.0,673.3,100,34.1526,77.5771,0.0
2023-01-01 21:00:00+05:30,0.0,0.0,0.0,-6.8,3.3,354.0,12.0,0.0,673.1,100,34.1526,77.5771,0.0
2023-01-01 22:00:00+05:30,0.0,0.0,0.0,-7.3,2.5,352.0,13.0,0.0,673.1,100,34.1526,77.5771,0.0
2023-01-01 23:00:00+05:30,0.0,0.0,0.0,-7.7,2.5,352.0,13.0,0.0,673.0,100,34.1526,77.5771,0.0
2023-01-02 00:00:00+05:30,0.0,0.0,0.0,-7.8,2.9,360.0,13.0,0.0,673.1,100,34.1526,77.5771,0.0
2023-01-02 01:00:00+05:30,0.0,0.0,0.0,-7.9,2.9,353.0,14.0,0.0,672.9,100,34.1526,77.5771,0.0
2023-01-02 02:00:00+05:30,0.0,0.0,0.0,-8.2,3.3,6.0,14.0,0.0,672.7,100,34.1526,77.5771,0.0
2023-01-02 03:00:00+05:30,0.0,0.0,0.0,-8.3,3.8,17.0,14.0,0.0,672.7,100,34.1526,77.5771,0.0
2023-01-02 04:00:00+05:30,0.0,0.0,0.0,-8.3,4.2,20.0,15.0,0.0,672.6,100,34.1526,77.5771,0.0
2023-01-02 05:00:00+05:30,0.0,0.0,0.0,-8.4,5.0,21.0,14.0,0.0,673.3,100,34.1526,77.5771,0.0
2023-01-02 06:00:00+05:30,0.0,0.0,0.0,-10.1,5.7,18.0,16.0,0.0,671.6,100,34.1526,77.5771,0.0
2023-01-02 07:00:00+05:30,0.0,0.0,0.0,-11.8,6.8,18.0,18.0,0.0,670.2,100,34.1526,77.5771,0.0
2023-01-02 08:00:00+05:30,78.0,549.2,17.0,-9.7,6.8,18.0,15.0,0.0,672.5,100,34.1526,77.5771,19.043516855680522
2023-01-02 09:00:00+05:30,274.0,898.1,39.0,-7.0,5.8,7.0,12.0,0.0,675.4,100,34.1526,77.5771,52.299907251088314
2023-01-02 10:00:00+05:30,451.0,1008.1,50.0,-6.0,5.4,360.0,13.0,0.0,676.0,100,34.1526,77.5771,75.52159215679384
2023-01-02 11:00:00+05:30,578.0,1057.1,58.0,-5.3,5.4,4.0,15.0,0.0,675.7,100,34.1526,77.5771,89.55737330635503
2023-01-02 12:00:00+05:30,639.0,1075.1,61.0,-4.6,6.2,10.0,15.0,0.0,675.2,100,34.1526,77.5771,92.74583252320676
2023-01-02 13:00:00+05:30,631.0,1071.7,61.0,-4.3,6.2,10.0,15.0,0.0,674.3,100,34.1526,77.5771,91.55775172145584
2023-01-02 14:00:00+05:30,552.0,1044.2,56.0,-4.3,6.6,9.0,16.0,0.0,673.6,100,34.1526,77.5771,87.64825794438968
2023-01-02 15:00:00+05:30,412.0,981.4,48.0,-4.5,7.0,12.0,16.0,0.0,673.1,100,34.1526,77.5771,70.20723831398948
2023-01-02 16:00:00+05:30,226.0,842.7,35.0,-5.0,7.8,13.0,16.0,0.0,672.9,100,34.1526,77.5771,45.450324218720326
2023-01-02 17:00:00+05:30,44.0,350.4,12.0,-5.9,6.5,19.0,19.0,0.0,671.6,100,34.1526,77.5771,10.202999086112593
2023-01-02 18:00:00+05:30,0.0,0.0,0.0,-6.7,5.2,12.0,22.0,0.0,671.4,100,34.1526,77.5771,0.0
2023-01-02 19:00:00+05:30,0.0,0.0,0.0,-5.7,4.0,10.0,21.0,3.0,672.7,100,34.1526,77.5771,0.0
