timestamp,ghi,dni,dhi,temp_air,wind_speed,wind_direction,humidity,cloud_cover,pressure,capacity_kw,latitude,longitude,generation_kw
2024-01-01 00:00:00+05:30,0.0,0.0,0.0,24.1,9.4,50.0,79.0,74.0,1013.5,100,13.0827,80.275,0.0
2024-01-01 01:00:00+05:30,0.0,0.0,0.0,23.8,8.9,47.0,81.0,92.0,1012.9,100,13.0827,80.275,0.0
2024-01-01 02:00:00+05:30,0.0,0.0,0.0,23.7,8.7,42.0,81.0,93.0,1012.5,100,13.0827,80.275,0.0
2024-01-01 03:00:00+05:30,0.0,0.0,0.0,23.7,9.2,31.0,81.0,79.0,1012.1,100,13.0827,80.275,0.0
2024-01-01 04:00:00+05:30,0.0,0.0,0.0,23.5,9.8,24.0,82.0,78.0,1012.2,100,13.0827,80.275,0.0
2024-01-01 05:00:00+05:30,0.0,0.0,0.0,22.9,8.6,15.0,85.0,82.0,1012.7,100,13.0827,80.275,0.0
2024-01-01 06:00:00+05:30,0.0,0.0,0.0,23.1,7.9,344.0,84.0,100.0,1013.9,100,13.0827,80.275,0.0
2024-01-01 07:00:00+05:30,53.0,193.8,28.0,23.9,9.3,344.0,83.0,99.0,1014.8,100,13.0827,80.275,6.766343243413897
2024-01-01 08:00:00+05:30,244.0,505.3,84.0,25.7,9.7,358.0,77.0,91.0,1015.5,100,13.0827,80.275,29.873861774351838
2024-01-01 09:00:00+05:30,442.0,620.9,126.0,27.2,10.2,32.0,63.0,16.0,1015.8,100,13.0827,80.275,50.15551707282066
2024-01-01 10:00:00+05:30,598.0,660.1,162.0,28.0,11.5,46.0,60.0,15.0,1015.4,100,13.0827,80.275,65.23609619285412
2024-01-01 11:00:00+05:30,721.0,702.9,186.0,28.5,12.3,52.0,58.0,9.0,1014.6,100,13.0827,80.275,75.01205813311886
2024-01-01 12:00:00+05:30,787.0,771.3,167.0,28.7,14.0,48.0,57.0,42.0,1013.5,100,13.0827,80.275,81.63240159144726
2024-01-01 13:00:00+05:30,732.0,686.0,193.0,28.4,16.6,49.0,58.0,70.0,1012.4,100,13.0827,80.275,76.28605168432905
2024-01-01 14:00:00+05:30,662.0,710.3,159.0,28.0,17.1,48.0,60.0,50.0,1011.5,100,13.0827,80.275,71.33237300821011
2024-01-01 15:00:00+05:30,503.0,633.5,138.0,27.4,16.1,50.0,61.0,80.0,1011.4,100,13.0827,80.275,55.243254188789315
2024-01-01 16:00:00+05:30,316.0,531.3,104.0,26.6,15.9,51.0,62.0,49.0,1011.4,100,13.0827,80.275,37.7720088415996
2024-01-01 17:00:00+05:30,125.0,376.4,54.0,25.7,12.0,51.0,65.0,3.0,1011.9,100,13.0827,80.275,16.950943556566326
2024-01-01 18:00:00+05:30,5.0,16.3,4.0,25.4,12.5,51.0,70.0,27.0,1012.8,100,13.0827,80.275,0.0
2024-01-01 19:00:00+05:30,0.0,0.0,0.0,25.2,13.0,51.0,71.0,87.0,1014.1,100,13.0827,80.275,0.0
2024-01-01 20:00:00+05:30,0.0,0.0,0.0,25.1,12.8,52.0,72.0,13.0,1014.7,100,13.0827,80.275,0.0
2024-01-01 21:00:00+05:30,0.0,0.0,0.0,24.9,10.5,49.0,72.0,17.0,1015.0,100,13.0827,80.275,0.0
2024-01-01 22:00:00+05:30,0.0,0.0,0.0,24.6,8.9,47.0,74.0,37.0,1014.6,100,13.0827,80.275,0.0
2024-01-01 23:00:00+05:30,0.0,0.0,0.0,24.5,10.7,48.0,74.0,68.0,1013.9,100,13.0827,80.275,0.0
2024-01-02 00:00:00+05:30,0.0,0.0,0.0,24.4,10.0,49.0,74.0,95.0,1013.2,100,13.0827,80.275,0.0
2024-01-02 01:00:00+05:30,0.0,0.0,0.0,24.1,9.4,47.0,76.0,100.0,1012.5,100,13.0827,80.275,0.0
2024-01-02 02:00:00+05:30,0.0,0.0,0.0,23.9,9.2,39.0,77.0,100.0,1011.7,100,13.0827,80.275,0.0
2024-01-02 03:00:00+05:30,0.0,0.0,0.0,23.6,8.5,36.0,79.0,94.0,1011.4,100,13.0827,80.275,0.0
2024-01-02 04:00:00+05:30,0.0,0.0,0.0,23.5,8.1,32.0,79.0,68.0,1011.7,100,13.0827,80.275,0.0
2024-01-02 05:00:00+05:30,0.0,0.0,0.0,23.1,7.2,27.0,81.0,63.0,1012.2,100,13.0827,80.275,0.0
2024-01-02 06:00:00+05:30,0.0,0.0,0.0,23.0,6.5,360.0,82.0,100.0,1012.7,100,13.0827,80.275,0.0
2024-01-02 07:00:00+05:30,48.0,77.9,38.0,24.3,7.6,360.0,78.0,96.0,1013.6,100,13.0827,80.275,4.826345136812833
2024-01-02 08:00:00+05:30,141.0,126.8,101.0,26.0,6.9,28.0,73.0,99.0,1014.2,100,13.0827,80.275,14.6205726089581
2024-01-02 09:00:00+05:30,349.0,299.1,197.0,27.6,11.8,52.0,62.0,100.0,1014.7,100,13.0827,80.275,35.763022662890414
2024-01-02 10:00:00+05:30,236.0,13.6,227.0,27.2,13.9,59.0,62.0,100.0,1014.3,100,13.0827,80.275,20.32919334107
2024-01-02 11:00:00+05:30,317.0,106.4,236.0,27.4,13.6,58.0,63.0,100.0,1013.7,100,13.0827,80.275,29.114254728732874
2024-01-02 12:00:00+05:30,483.0,201.4,321.0,27.8,13.1,53.0,61.0,99.0,1012.5,100,13.0827,80.275,45.199836700810856
2024-01-02 13:00:00+05:30,458.0,186.8,311.0,27.8,13.8,57.0,60.0,100.0,1011.4,100,13.0827,80.275,43.07621190807818
2024-01-02 14:00:00+05:30,189.0,0.0,189.0,26.8,16.5,58.0,63.0,100.0,1010.8,100,13.0827,80.275,15.98473330565777
2024-01-02 15:00:00+05:30,245.0,117.6,177.0,26.7,15.3,56.0,65.0,100.0,1010.8,100,13.0827,80.275,22.699251370732306
2024-01-02 16:00:00+05:30,233.0,239.3,137.0,26.6,14.3,51.0,65.0,79.0,1011.0,100,13.0827,80.275,24.9186245796429
2024-01-02 17:00:00+05:30,109.0,235.7,64.0,26.0,11.0,52.0,66.0,46.0,1011.3,100,13.0827,80.275,13.487875883195034
