timestamp,wind_speed,wind_direction,temperature,pressure,generation_kw,rated_capacity_kw
2023-01-01 00:00:00+05:30,8.0,172.0,12.4,991.7,16.22011026532576,100
2023-01-01 01:00:00+05:30,4.8,193.0,15.1,991.6,2.330179552161326,100
2023-01-01 02:00:00+05:30,5.7,198.0,14.1,990.9,2.142340676371833,100
2023-01-01 03:00:00+05:30,6.4,207.0,12.9,990.3,5.669330721842769,100
2023-01-01 04:00:00+05:30,6.7,196.0,12.4,990.0,6.584847977366532,100
2023-01-01 05:00:00+05:30,8.7,187.0,10.5,990.3,25.768864407350033,100
2023-01-01 06:00:00+05:30,9.1,189.0,9.5,990.7,30.71789626405105,100
2023-01-01 07:00:00+05:30,8.8,192.0,9.4,991.5,25.42627067876292,100
2023-01-01 08:00:00+05:30,8.7,187.0,10.5,992.1,24.36939154136653,100
2023-01-01 09:00:00+05:30,7.7,169.0,13.8,993.0,14.527843604419878,100
2023-01-01 10:00:00+05:30,9.9,161.0,17.8,993.6,43.85029106338404,100
2023-01-01 11:00:00+05:30,12.5,162.0,19.9,993.1,96.8513837758039,100
2023-01-01 12:00:00+05:30,9.7,165.0,21.2,992.3,40.6137889338687,100
2023-01-01 13:00:00+05:30,4.4,189.0,21.9,991.4,0.78660012929306,100
2023-01-01 14:00:00+05:30,3.3,229.0,22.4,990.6,0.2314991116598377,100
2023-01-01 15:00:00+05:30,3.9,214.0,22.6,989.8,0.0,100
2023-01-01 16:00:00+05:30,3.9,214.0,22.6,989.7,0.35343850710890395,100
2023-01-01 17:00:00+05:30,4.5,194.0,21.7,989.7,3.550562385471098,100
2023-01-01 18:00:00+05:30,6.8,177.0,19.1,990.1,6.719897409543325,100
2023-01-01 19:00:00+05:30,9.3,167.0,17.9,990.9,33.42126763963249,100
2023-01-01 20:00:00+05:30,10.2,170.0,16.8,991.2,47.06255979639739,100
2023-01-01 21:00:00+05:30,11.5,176.0,16.2,991.3,85.41473931892159,100
2023-01-01 22:00:00+05:30,11.2,178.0,15.2,991.4,79.77383924093752,100
2023-01-01 23:00:00+05:30,12.0,171.0,14.4,991.1,100.0,100
2023-01-02 00:00:00+05:30,11.4,169.0,13.4,990.7,82.44109291902657,100
2023-01-02 01:00:00+05:30,12.7,172.0,12.9,990.2,100.0,100
2023-01-02 02:00:00+05:30,12.8,170.0,12.4,989.7,100.0,100
2023-01-02 03:00:00+05:30,12.8,169.0,11.8,989.2,100.0,100
2023-01-02 04:00:00+05:30,12.5,168.0,11.4,989.1,99.72868198684337,100
2023-01-02 05:00:00+05:30,12.5,168.0,10.8,989.6,99.60722278065643,100
2023-01-02 06:00:00+05:30,13.2,169.0,10.5,989.9,98.60626371116821,100
2023-01-02 07:00:00+05:30,13.6,168.0,10.6,990.8,96.16656985955863,100
2023-01-02 08:00:00+05:30,7.2,162.0,10.7,991.7,10.184131424152648,100
2023-01-02 09:00:00+05:30,2.6,106.0,13.4,993.0,0.020860197072792793,100
2023-01-02 10:00:00+05:30,5.1,98.0,17.0,993.5,1.8291282071863608,100
2023-01-02 11:00:00+05:30,7.3,110.0,19.9,993.3,12.829942713901433,100
