timestamp,wind_speed,wind_direction,temperature,pressure,generation_kw,rated_capacity_kw
2024-01-01 00:00:00+05:30,4.1,308.0,17.6,936.8,0.08904488670897993,100
2024-01-01 01:00:00+05:30,4.0,333.0,16.7,936.3,1.092178002587407,100
2024-01-01 02:00:00+05:30,4.5,331.0,16.9,935.9,0.5139610830599228,100
2024-01-01 03:00:00+05:30,3.6,315.0,16.3,935.5,0.0,100
2024-01-01 04:00:00+05:30,4.5,331.0,16.4,935.7,0.0,100
2024-01-01 05:00:00+05:30,3.6,307.0,15.7,935.8,0.0,100
2024-01-01 06:00:00+05:30,3.9,292.0,14.8,937.2,0.0,100
2024-01-01 07:00:00+05:30,3.2,360.0,14.7,937.8,0.0,100
2024-01-01 08:00:00+05:30,0.7,270.0,17.4,939.1,0.0,100
2024-01-01 09:00:00+05:30,1.8,233.0,21.1,940.7,0.020860197072792793,100
2024-01-01 10:00:00+05:30,3.9,158.0,23.7,940.8,0.6683566558701726,100
2024-01-01 11:00:00+05:30,6.5,146.0,25.6,940.4,7.589630965261865,100
2024-01-01 12:00:00+05:30,6.8,148.0,27.1,939.4,6.99533018773363,100
2024-01-01 13:00:00+05:30,5.7,145.0,28.1,938.2,3.9595948329666895,100
2024-01-01 14:00:00+05:30,4.1,142.0,28.6,937.4,1.7512214889598121,100
2024-01-01 15:00:00+05:30,2.2,171.0,28.6,936.9,0.18082672610402226,100
2024-01-01 16:00:00+05:30,3.1,225.0,28.2,936.6,0.0,100
2024-01-01 17:00:00+05:30,4.4,189.0,26.3,936.4,0.0,100
2024-01-01 18:00:00+05:30,4.5,194.0,25.0,936.8,0.14239199998033963,100
2024-01-01 19:00:00+05:30,2.9,240.0,25.4,937.6,1.9181674243733537,100
2024-01-01 20:00:00+05:30,4.7,293.0,21.3,937.5,1.1784475656364335,100
2024-01-01 21:00:00+05:30,5.9,346.0,19.5,937.7,3.4250205948301353,100
2024-01-01 22:00:00+05:30,3.1,315.0,19.0,937.6,0.0,100
2024-01-01 23:00:00+05:30,4.5,284.0,18.2,937.3,0.08587137644962117,100
2024-01-02 00:00:00+05:30,3.5,336.0,17.3,936.8,1.7700660015261938,100
2024-01-02 01:00:00+05:30,6.2,339.0,16.5,936.0,4.118208755696854,100
2024-01-02 02:00:00+05:30,3.6,323.0,16.0,935.3,0.735094923609048,100
2024-01-02 03:00:00+05:30,4.5,346.0,15.6,934.9,0.0,100
2024-01-02 04:00:00+05:30,3.9,338.0,15.7,935.1,1.1333522346684166,100
2024-01-02 05:00:00+05:30,5.0,330.0,15.4,935.3,1.9140525478402632,100
2024-01-02 06:00:00+05:30,5.0,339.0,16.1,936.5,0.6312227769511314,100
2024-01-02 07:00:00+05:30,4.3,355.0,16.6,937.2,0.0,100
2024-01-02 08:00:00+05:30,2.0,315.0,18.4,938.3,0.2050653804031834,100
2024-01-02 09:00:00+05:30,1.5,194.0,21.6,939.6,0.0,100
2024-01-02 10:00:00+05:30,6.3,156.0,24.1,939.6,3.863640880391217,100
2024-01-02 11:00:00+05:30,8.2,151.0,26.1,939.2,19.22426836000538,100
2024-01-02 12:00:00+05:30,9.0,151.0,27.5,938.0,32.42553680440688,100
2024-01-02 13:00:00+05:30,8.7,156.0,28.4,937.0,26.243381249737443,100
2024-01-02 14:00:00+05:30,6.8,162.0,28.8,936.3,6.632281069117534,100
2024-01-02 15:00:00+05:30,4.0,153.0,28.9,935.7,0.9453091294392366,100
2024-01-02 16:00:00+05:30,4.8,117.0,28.5,935.7,0.0,100
2024-01-02 17:00:00+05:30,5.3,118.0,27.2,935.6,2.073636139420329,100
2024-01-02 18:00:00+05:30,8.7,150.0,25.2,935.9,26.815684207966978,100
2024-01-02 19:00:00+05:30,7.6,199.0,22.6,936.1,13.414962109055898,100
2024-01-02 20:00:00+05:30,5.8,263.0,21.5,936.7,3.0347225917673826,100
