timestamp,ghi,dni,dhi,temp_air,wind_speed,wind_direction,humidity,cloud_cover,pressure,capacity_kw,latitude,longitude,generation_kw
2023-01-01 00:00:00+05:30,0.0,0.0,0.0,11.4,7.1,195.0,69.0,25.0,998.7,100,27.5667,72.0667,0.0
2023-01-01 01:00:00+05:30,0.0,0.0,0.0,10.2,8.7,187.0,72.0,2.0,998.3,100,27.5667,72.0667,0.0
2023-01-01 02:00:00+05:30,0.0,0.0,0.0,9.7,9.7,176.0,73.0,3.0,997.8,100,27.5667,72.0667,0.0
2023-01-01 03:00:00+05:30,0.0,0.0,0.0,9.0,9.8,172.0,77.0,13.0,997.2,100,27.5667,72.0667,0.0
2023-01-01 04:00:00+05:30,0.0,0.0,0.0,8.2,9.5,171.0,81.0,10.0,996.9,100,27.5667,72.0667,0.0
2023-01-01 05:00:00+05:30,0.0,0.0,0.0,7.5,9.5,171.0,83.0,0.0,997.3,100,27.5667,72.0667,0.0
2023-01-01 06:00:00+05:30,0.0,0.0,0.0,6.7,9.0,175.0,86.0,0.0,997.9,100,27.5667,72.0667,0.0
2023-01-01 07:00:00+05:30,0.0,0.0,0.0,6.5,9.2,169.0,87.0,0.0,998.6,100,27.5667,72.0667,0.0
2023-01-01 08:00:00+05:30,42.0,125.9,28.0,8.0,8.7,163.0,80.0,0.0,999.3,100,27.5667,72.0667,5.741326596586895
2023-01-01 09:00:00+05:30,197.0,391.7,91.0,11.8,6.8,162.0,62.0,0.0,1000.2,100,27.5667,72.0667,28.7089539216925
2023-01-01 10:00:00+05:30,370.0,567.1,126.0,16.2,8.9,159.0,46.0,8.0,1000.7,100,27.5667,72.0667,49.249573292709385
2023-01-01 11:00:00+05:30,508.0,658.5,147.0,19.2,11.8,160.0,36.0,4.0,1000.4,100,27.5667,72.0667,65.942843140862
2023-01-01 12:00:00+05:30,591.0,703.9,157.0,20.6,10.5,164.0,32.0,0.0,999.4,100,27.5667,72.0667,74.61562849239843
2023-01-01 13:00:00+05:30,610.0,716.8,158.0,21.6,9.5,169.0,28.0,0.0,998.3,100,27.5667,72.0667,76.4124007882236
2023-01-01 14:00:00+05:30,560.0,694.0,151.0,22.2,7.6,183.0,25.0,0.0,997.5,100,27.5667,72.0667,68.87142186609
2023-01-01 15:00:00+05:30,446.0,629.5,134.0,22.5,6.7,196.0,24.0,0.0,996.9,100,27.5667,72.0667,56.42571581858678
2023-01-01 16:00:00+05:30,287.0,500.3,109.0,22.4,6.4,196.0,24.0,0.0,996.7,100,27.5667,72.0667,38.52269520325496
2023-01-01 17:00:00+05:30,113.0,278.7,63.0,21.6,3.9,202.0,29.0,0.0,996.7,100,27.5667,72.0667,16.178048212952454
2023-01-01 18:00:00+05:30,7.0,16.2,6.0,20.6,4.3,156.0,28.0,0.0,997.2,100,27.5667,72.0667,0.2148646673231955
