timestamp,ghi,dni,dhi,temperature_2m,wind_speed_10m,relative_humidity_2m,cloud_cover,pressure_msl,generation_kw,capacity_kw
2024-01-01 00:00:00,2.4835707650561636,1.4975442075277479,0.995895555520482,25.615603537784118,8.187294223091103,36.256761678801205,27.49350912849747,1008.88032256514,0.0,100
2024-01-01 01:00:00,0.0,0.0,0.0,24.167853665711956,9.0313911069963,41.5121119880263,28.792998473649337,1009.4044527427541,0.0,100
2024-01-01 02:00:00,3.2384426905034625,1.9556506275736878,1.299572080625255,27.303629155788574,8.17768076567936,42.58014695247525,43.769426086903074,1023.2490604789297,3.660848689253151,100
2024-01-01 03:00:00,7.615149282040128,4.638678167529384,3.069255912251154,33.55759599991091,6.63435184374258,46.95613265829169,54.196108396433516,1013.0034140947874,0.0,100
2024-01-01 04:00:00,0.0,0.0,0.0,34.00198491410026,8.065640996779845,51.601854521497934,22.524951572747653,1016.9106500076573,0.0,100
2024-01-01 05:00:00,0.0,0.0,0.0,34.291291590185324,6.567685110241259,42.178319667369,45.002698238483696,1009.0455030916622,3.108908676217439,100
2024-01-01 06:00:00,7.896064077536957,4.812455840022058,3.1833647621814105,35.036867866130784,6.092290235854662,47.62277571300546,44.34271823094894,1009.1007352688918,0.0,100
2024-01-01 07:00:00,88.03525314231752,53.226519749297594,35.349223878229374,35.35442167361402,6.498673722171437,50.37964100094335,59.481615124968606,1018.4099240462497,10.096210569766725,100
2024-01-01 08:00:00,160.3108270896464,95.73492529114802,63.973807181645306,32.580734677225664,6.379823162037149,60.71500032963479,38.13424052838904,1006.2521189422423,21.553803523117917,100
2024-01-01 09:00:00,232.74623130223588,140.4054116137404,93.35105013169397,30.51445836106085,4.382396331258174,69.30599440287375,42.19257828229749,1010.9239311604737,21.482729086857066,100
2024-01-01 10:00:00,279.4151765050521,166.8721902844347,111.50709872915533,30.391690510195364,3.9330807232277296,76.52469764201132,37.44181257562203,1013.1701370553611,30.667765937440798,100
2024-01-01 11:00:00,311.90286181300775,186.27014242998447,124.47061983926305,25.631444895795145,4.683340856353154,75.03238771161847,13.099192111277606,1013.5568630092002,33.245250150765536,100
2024-01-01 12:00:00,326.5262093964725,196.389767777992,130.76849780529184,25.816505511428943,2.716340225064879,76.58671092023941,41.35576169649375,1012.1045335749192,34.52018250325384,100
2024-01-01 13:00:00,304.66510935757003,179.30160720471991,120.70022427308731,19.00664234049911,4.7437658646694185,80.47920186537743,36.92070958668438,1014.9790989054796,32.62617931485453,100
2024-01-01 14:00:00,273.1076758065493,161.03807568276017,108.30089372222992,22.05831127465129,2.5688504386558915,75.73524728185856,41.427302606418436,1016.4642787790891,29.341018095827977,100
2024-01-01 15:00:00,227.2219934381012,135.5666115031836,90.63326918868145,18.874127152960614,0.3080534491457547,89.19230614278852,77.90127739245821,1016.6731877272966,15.617526341658671,100
2024-01-01 16:00:00,157.59404341764903,93.59872914127305,62.71838506395416,16.851805430783365,3.08738857607733,68.26254377575364,21.279168434131662,1008.0709809566608,13.185755121885725,100
